Data-hora	eH	PH	BP	PH-S	BT	Nome	Categoria	Chamada?	Bonde?	Chuva?	🗺️	📝	🎨	Post IG	Rota	Ativ. Strava	Ativ. RWGPS	Horário	Partida	Chegada	# presentes	# novos	# strava	kJ anunc.	kJ med.	% Mov	Tempo Total	Tempo Mov	Potência Média	Quilojaules Ag. Total	litros gasolina ag total	Tempo Ag. Total	Tempo Ag. Mov	#midias
2025-12-23 20:00	78	71	-	-	-	Bonde, Pedra e Cachoeira	regular	sim	não	não	brunotitton, fetiche	brunotitton	fetiche	https://www.instagram.com/p/DSk7MGcgTAP/	https://ridewithgps.com/routes/53564416	https://www.strava.com/activities/16825679327	https://ridewithgps.com/trips/357697426	20:00	20:20	00:19	19	4		378	309	57%	3:59	2:16	46	7,182	0.22	75:41	43:04	184
2026-01-07 20:00	79	72	-	-	-	Selas, Divisas e Divisores	regular	sim	sim		fetiche	fetiche	fetiche	https://www.instagram.com/p/DTMEVNdDmcu/	https://ridewithgps.com/routes/53660982	https://www.strava.com/activities/16974924803		20:00		00:00	7	1		301		#DIV/0!			#DIV/0!	2,107	0.06	0:00	0:00	9
2026-01-14 20:00	80	73	-	-	-	Contornando Carandiru e Paciência	regular	sim	sim		fetiche	fetiche	fetiche	https://www.instagram.com/p/DTd-l-TgQyf/	https://ridewithgps.com/routes/53715166	https://www.strava.com/activities/17054364736		20:00		00:00	13	0		359		#DIV/0!			#DIV/0!	4,667	0.14	0:00	0:00	80
2026-01-21 20:00	81	74	-	-	-	Pontes do Itororó	regular	não	não					n/a	https://ridewithgps.com/routes/54149999	https://www.strava.com/activities/17134516397		20:00		00:00	10	0				#DIV/0!			#DIV/0!	0	0.00	0:00	0:00	13
2026-01-28 20:00	82	75	-	-	-	Circundar Canindé pelas Águas do Moinho e Biquinha	regular	sim	sim		giu cuci, dandan	alef	dandan	https://www.instagram.com/p/DUDeC9sjogH/	https://ridewithgps.com/routes/53832056	https://www.strava.com/activities/17212878506		20:00		00:00	18	6		330		#DIV/0!			#DIV/0!	5,940	0.18	0:00	0:00	100
2026-01-31 00:00	83	76	3	-	-	Caaguaçu Emboaçu e Riacho do Ipiranga	bicipassarinhada	sim	não		anaju	anaju	anaju	https://www.instagram.com/p/DUJI_AnjrgP/	https://ridewithgps.com/routes/53853791	https://www.strava.com/activities/17239828627					12			149		#DIV/0!			#DIV/0!	1,788	0.05	0:00	0:00	53
2026-02-01 00:00	84	n/a	-	-	-	SESC Consolação	sesc	sim	não	não				https://www.instagram.com/p/DUBptxLEW6g/?img_index=1		https://www.strava.com/activities/17252852597					55	45				#DIV/0!			#DIV/0!	0	0.00	0:00	0:00	65
2026-02-04 00:00	85	77	-	-	-	Entre-bacias do Jaguaré e Pirajussara pelo ponto de sela do Sopé	regular	sim	sim		fetiche	anaju	anaju	https://www.instagram.com/p/DUTydjOgXYq/	https://ridewithgps.com/routes/53879757						7					#DIV/0!			#DIV/0!	0	0.00	0:00	0:00	29
2026-02-11 00:00	86	78	-	-	-	Lavapés, Saracura e Banana: Três Constelações da origem do Carnaval Paulista	regular	sim	não		alef	alef	alef	https://www.instagram.com/p/DUoNFoEgdlN/	https://ridewithgps.com/routes/54150035	https://www.strava.com/activities/17371623151					14	3				#DIV/0!			#DIV/0!	0	0.00	0:00	0:00	81
2026-02-12 00:00	87	79	4	-	-	As águas da desilusão e Urutau Modernista	bicipassarinhada	sim	não	não	anaju	anaju	tomb	https://www.instagram.com/p/DUogixyDldM/?img_index=1	https://ridewithgps.com/routes/53954783	https://www.strava.com/activities/17443151616					10			204		#DIV/0!			#DIV/0!	2,040	0.06	0:00	0:00	55
2026-02-18 00:00	88	80	-	-	-	Fluindo à Deriva	regular	sim	não	não	zito	zito	zito	https://www.instagram.com/p/DU6gCmNARaV/							3	0				#DIV/0!			#DIV/0!	0	0.00	0:00	0:00	7
2026-02-24 20:00	89	81	-	-	-	Planalto de Taipas e os Cânions da Brasilândia	regular	sim	sim	não	dandan	dandan	dandan, giucuci	https://www.instagram.com/p/DVIEJtmjmCK/?img_index=1	https://ridewithgps.com/routes/53947457	https://www.strava.com/activities/17513421068	https://ridewithgps.com/trips/367658633	20:00	20:35	23:15	18	2		280	328	56%	2:40	1:29	52	5,040	0.15	48:00	26:42	104
2026-03-04 20:00	90	82	-	-	-	Colina da Matilde e Riacho dos Machados	regular	sim	sim	não	fetiche	fetiche	fetiche	https://www.instagram.com/p/DVbP7QsDiYA/	https://ridewithgps.com/routes/53755124	https://www.strava.com/activities/17608489037		20:00		00:00	0	0				#DIV/0!			#DIV/0!	0	0.00	0:00	0:00
2026-03-18 20:00	91	83	-	-	-	Histórico pelo entorno do Cassandoca	regular	sim			alex			https://www.instagram.com/p/DWB1tpeDqJO/	https://ridewithgps.com/routes/54024668	https://www.strava.com/activities/17774423605		20:00		00:00	0	0				#DIV/0!			#DIV/0!	0	0.00	0:00	0:00
2026-03-22 00:00	92	84	-	-	-	Horta do Parque do Rio Bixiga		sim			yas			https://www.instagram.com/p/DWIIvKyDq1i/	https://ridewithgps.com/routes/54320499					00:00	0	0				#DIV/0!			#DIV/0!	0	0.00	0:00	0:00
2025-03-25 20:00	93	85	-	-	-	A Voçoroca e o Pântano	regular	sim						https://www.instagram.com/p/DWSt3WbDg-X/	https://ridewithgps.com/routes/54356024			20:00		00:00	1	0		372		#DIV/0!			#DIV/0!	371	0.01	0:00	0:00
2026-03-31 20:00	94	86	-	-	-	Águas de Março: povo, éguas, lágrimas, alagados	regular	sim			dandan, gmard	gmard		https://www.instagram.com/p/DWj9C_-Dxdq/?img_index=1	https://ridewithgps.com/routes/54435190			20:00		00:00	9	1		371		#DIV/0!			#DIV/0!	936	0.03	0:00	0:00
2026-04-11 00:00	95	-	4	-	-	Dar tchau pra quem migra	bicip	sim			anaju	anaju		https://www.instagram.com/p/DW9UkzAEQs85hloy_Q4a05uhVxS8efAVUUOr4c0/	https://ridewithgps.com/routes/54435190					00:00	0	0		104		#DIV/0!			#DIV/0!	0	0.00	0:00	0:00
2026-04-14 20:00	96	87	-	-	-	Várzea do Tietê e as origens do Futebol	regular	sim			alef	alef		https://www.instagram.com/p/DXDkpWnDmEO/?img_index=1	https://ridewithgps.com/routes/54581247			20:00		00:00	0	0		336		#DIV/0!			#DIV/0!	0	0.00	0:00	0:00
2026-04-21 00:00	97	88	-	-	-	Da Cantareira ao Tremembé	regular	sim			dandan	ga		https://www.instagram.com/p/DXYDQDKjjhH/	https://ridewithgps.com/routes/54745946					00:00	0	0		385		#DIV/0!			#DIV/0!	0	0.00	0:00	0:00
2026-04-28 20:00	98	89	-	-	-	Pontos de Sela dos afluentes de Tamanduateí	regular	sim			gabrieltunes			https://www.instagram.com/p/DXrwudMjrZL/	https://ridewithgps.com/routes/54852830			20:00		00:00	6	2		356		#DIV/0!			#DIV/0!	2,328	0.07	0:00	0:00
2026-05-06 20:00	99	90	-	-	-	Subir Gamelinha e Contornar Rincão pela Crista da Penha	regular	sim			gabrieltunes	alef	dandan	https://www.instagram.com/p/DX-3psUjtYV/	https://ridewithgps.com/routes/54984116			20:00		00:00	6	1		388		#DIV/0!			#DIV/0!	1,758	0.05	0:00	0:00
2026-05-09 20:00	100	91	-	-	-	era infinitamente maio no alto rio bravo	regular	sim			gmard, anaju	gmard, giovanna, anaju, dandan	gmard, dandan	https://www.instagram.com/p/DYFi8wRDjFL/?img_index=1	https://ridewithgps.com/routes/55017982			20:00		00:00	13	2		293		#DIV/0!			#DIV/0!	4,069	0.12	0:00	0:00
2026-05-13 20:00	101	92	-	-	-	Crista do Lauzane, subir Água Fria e duas vilas escondidas	regular	sim			gabrieltunes, alef	alef	alef	https://www.instagram.com/p/DYQyPoYDlVe/	https://ridewithgps.com/routes/55083392			20:00		00:00	7	1		313		#DIV/0!			#DIV/0!	2,772	0.08	0:00	0:00
2026-05-20 20:00	102	93	-	-	-	Ziguezaguear a Crista do Morumbi	regular	sim			gabrieltunes			https://www.instagram.com/p/DYfyG_IDhaM/	https://ridewithgps.com/routes/55184087			20:00		00:00	0	0		396		#DIV/0!			#REF!	0	0.00	0:00	0:00
